IMG_ID,AUTHOR,LAT,LON,S3_Label,S16_Label,S365_Label,Prob_indoor,Prob_natural,Prob_urban,candidate_0_gps,candidate_1_gps,candidate_2_gps,candidate_3_gps,candidate_4_gps,candidate_5_gps,candidate_6_gps,candidate_7_gps,candidate_8_gps,candidate_9_gps,candidate_10_gps,candidate_11_gps,candidate_12_gps,candidate_13_gps,candidate_14_gps,candidate_15_gps,candidate_16_gps,candidate_17_gps,candidate_18_gps,candidate_19_gps,reverse_0_gps,reverse_1_gps,reverse_2_gps,reverse_3_gps,reverse_4_gps,reverse_5_gps,reverse_6_gps,reverse_7_gps,reverse_8_gps,reverse_9_gps,reverse_10_gps,reverse_11_gps,reverse_12_gps,reverse_13_gps,reverse_14_gps,reverse_15_gps,reverse_16_gps,reverse_17_gps,reverse_18_gps,reverse_19_gps,rag_coordinates,rag_response
1280299112_9d7c5e33e1_1149_11786349@N08.jpg,11786349@N08,41.01912,28.9891,1.0,6.0,187.0,0.0012963663165237,0.8053899479125448,0.1933137323638334,"[40.430223, 28.828125]","[41.05243, 28.97644]","[41.178653, 28.95996]","[41.046216, 29.025878]","[40.995965, 29.012145]","[41.035082, 28.978157]","[41.039743, 28.97953]","[41.044914, 29.044793]","[41.024851, 29.008133]","[41.020837, 28.961334]","[41.010345, 28.984508]","[41.046216, 28.97644]","[41.033835, 29.024715]","[41.043829, 29.042744]","[41.045181, 28.961334]","[41.031326, 29.001674]","[41.054566, 29.045877]","[41.049841, 29.046478]","[41.046669, 29.01987]","[41.030899, 28.936001]","[44.045339, -101.662588]","[44.875751, -98.51757]","[44.007999, -97.526512]","[50.441189, -119.678664]","[43.174739, -101.731811]","[44.913558, -97.942222]","[44.51596, -99.200431]","[60.733303, -135.077349]","[-33.369044, 115.638599]","[54.733343, -115.427856]","[44.143321, -87.568792]","[32.964042, -111.651971]","[43.187229, -102.73796]","[44.786434, -117.8406]","[43.362666, -92.5545]","[44.388599, -79.69403]","[-38.201217, 145.864362]","[-35.510849, 138.719902]","[40.807686, -0.844831]","[46.914666, -121.642501]",,
1280339902_00ad0870a9_1255_11786349@N08.jpg,11786349@N08,41.01912,28.9891,0.0,0.0,274.0,0.8014168631588063,0.0004917497448531,0.1980913927378509,"[44.440276, 26.097764]","[43.677726, 4.628055]","[53.405691, -2.981035]","[50.849279, 4.355521]","[26.923906, 75.793304]","[45.871739, 18.4551]","[37.456873, -3.923234]","[51.204167, 3.224444]","[52.376201, 4.881834]","[-23.647905, -46.853256]","[32.27066, 35.892505]","[41.764013, -2.46952]","[38.711734, -9.127836]","[30.456794, 78.088438]","[19.435974, -99.146311]","[37.478572, 71.537797]","[41.029643, 28.950583]","[55.957657, -3.205947]","[47.495168, 19.055786]","[-23.644602, -46.842634]","[44.875751, -98.51757]","[34.145518, -83.812755]","[-27.484897, 153.054496]","[51.216131, -114.715976]","[29.185362, -81.064724]","[-27.685086, 152.650458]","[38.157878, -122.452326]","[33.533134, -86.613403]","[21.420852, -158.006009]","[27.453792, -81.355583]","[-27.230515, 152.967345]","[-32.719233, 152.184499]","[49.284889, -122.793952]","[28.590927, -80.636429]","[51.7048, -4.311447]","[51.7048, -4.311447]","[51.181656, 1.198925]","[51.7048, -4.311447]","[52.831142, -1.383075]","[36.516034, -82.256913]",,
1280379538_93cd5dbe87_1208_11786349@N08.jpg,11786349@N08,41.01912,28.9891,0.0,0.0,96.0,0.9383043184461712,0.0057994585308733,0.055896206527791,"[41.845012, 79.570884]","[25.275745, 55.321655]","[16.299051, 100.986328]","[51.513964, -0.128633]","[-33.93181, 18.41167]","[-43.508223, 172.614955]","[41.277806, 28.740234]","[45.575119, 6.887912]","[-34.923923, 138.592443]","[51.372476, -0.620695]","[28.49072, 34.513807]","[40.423167, -3.693466]","[45.924647, 6.86963]","[50.820197, -0.137329]","[-41.296372, 174.774177]","[50.065073, 19.927825]","[44.231147, -76.478962]","[53.074743, -4.085369]","[36.633609, -4.49757]","[7.880556, 98.382568]","[34.145518, -83.812755]","[47.200049, -91.367715]","[49.709134, -54.062347]","[38.205543, -119.879379]","[41.674807, -0.499362]","[43.516999, -5.267879]","[43.318184, -1.992645]","[43.562543, -6.144812]","[30.138595, -97.636871]","[27.454055, -81.351088]","[42.338308, -82.995872]","[41.897006, 8.610899]","[43.516937, -5.267686]","[46.456071, -86.622695]","[48.669482, -2.285327]","[42.694422, -9.031494]","[54.257879, -1.118459]","[43.486804, -5.245285]","[43.561882, -6.144189]","[42.527647, 3.086886]",,
128191361_f5564bdb12_50_43616936@N00.jpg,43616936@N00,35.13751,-120.643551,1.0,6.0,141.0,0.0303658374514483,0.7784447728373891,0.1911893686565946,"[33.544332, -117.793478]","[33.543208, -117.786117]","[33.542166, -117.783167]","[33.513597, -117.756249]","[33.547975, -117.794723]","[33.543111, -117.788329]","[33.745128, -118.41191]","[33.563068, -117.822017]","[33.421609, -117.62068]","[33.547975, -117.794723]","[33.541752, -117.784681]","[33.470685, -117.715437]","[33.544488, -117.791504]","[23.269639, -109.75492]","[32.843845, -117.280104]","[22.980836, -109.762172]","[33.514693, -117.759892]","[33.544756, -117.792835]","[33.668354, -118.016767]","[32.850371, -117.273817]","[51.544973, -0.896759]","[51.463723, -3.162399]","[51.752114, -0.338644]","[-38.201217, 145.864362]","[51.519638, -0.076045]","[51.7048, -4.311447]","[52.359214, -1.223605]","[51.7048, -4.311447]","[41.674807, -0.499362]","[52.338748, -2.278018]","[51.7048, -4.311447]","[51.7048, -4.311447]","[51.750401, -0.343708]","[49.440554, 1.093751]","[51.542985, -1.902651]","[45.407892, 11.873205]","[55.872245, -4.288814]","[44.432166, 26.096]","[28.426418, -81.46088]","[50.333162, 6.944947]",,
128197335_d4c2d76e1a_53_43616936@N00.jpg,43616936@N00,33.344116,-118.328204,1.0,7.0,94.0,0.0001663335413191,0.9669143212769882,0.0329193021384739,"[33.348741, -118.327732]","[33.344296, -118.321895]","[33.348833, -118.328]","[33.378705, -118.482055]","[33.353224, -118.335113]","[33.354366, -118.329834]","[33.344131, -118.32135]","[33.371251, -118.418884]","[33.347791, -118.322839]","[33.34028, -118.33374]","[33.379852, -118.344726]","[33.344797, -118.326787]","[33.442364, -118.49802]","[33.346769, -118.33043]","[33.343494, -118.326798]","[33.344027, -118.324577]","[33.348248, -118.328107]","[33.34136, -118.322206]","[33.343874, -118.324964]","[33.348831, -118.325178]","[50.259511, 19.021711]","[63.43262, 10.40189]","[44.432166, 26.096]","[52.905278, 14.147644]","[50.848381, 4.349679]","[44.949492, -93.105397]","[47.63159, 2.735509]","[47.515833, 19.079666]","[51.544973, -0.896759]","[48.244722, 16.367222]","[50.852468, 2.885218]","[-34.905695, -56.202836]","[-23.686817, -46.627349]","[53.007883, 18.606788]","[40.427026, -3.696502]","[54.891048, 23.917322]","[-22.970563, -43.181118]","[55.848439, -4.205532]","[47.779943, 18.124351]","[45.860893, 12.114186]",,
128197528_92352e972e_51_43616936@N00.jpg,43616936@N00,33.344116,-118.328204,0.0,5.0,9.0,0.8685558152717707,0.1005677608730017,0.0308763148033133,"[-20.157164, 148.949375]","[51.503633, -0.120592]","[33.762188, -118.197065]","[26.694484, 127.878162]","[11.96544, 121.926012]","[38.891467, -77.026047]","[33.76279, -84.394376]","[36.095285, 28.088994]","[39.452539, -0.346605]","[29.421357, 34.968795]","[38.739088, -9.17633]","[48.861877, 2.290284]","[42.718011, 10.37281]","[35.054634, -85.311836]","[-27.981365, 153.426475]","[33.810745, -117.921838]","[36.618455, -121.901786]","[39.943526, -75.130519]","[36.617967, -121.901737]","[42.359289, -71.049152]","[41.674807, -0.499362]","[22.1782, 84.857036]","[40.482625, -3.364273]","[62.547138, 25.527322]","[6.256227, -75.595979]","[-3.67378, -79.652252]","[40.954492, -4.1082]","[51.359752, 4.308033]","[26.26843, 73.029876]","[62.547138, 25.527322]","[51.7048, -4.311447]","[43.982955, 7.757808]","[13.048124, 3.195304]","[49.263323, 4.026489]","[37.386147, -5.993127]","[18.08406, -15.97842]","[45.407892, 11.873205]","[51.544973, -0.896759]","[37.868349, -4.776306]","[45.092504, 7.34112]",,
128198321_3e7ce3be40_1_43616936@N00.jpg,43616936@N00,33.344116,-118.328204,2.0,14.0,105.0,0.0739882774949958,0.4459546196266046,0.4800571905039117,"[42.47102, 1.494333]","[41.001731, 8.24335]","[35.315484, -120.837979]","[32.732972, 35.013716]","[40.988385, 8.237514]","[35.323441, -120.66533]","[34.550963, -118.099079]","[38.077994, 15.684528]","[-33.542038, -71.60408]","[34.862411, 139.10099]","[32.330833, -115.017333]","[37.921339, -122.046014]","[41.97889, -8.26292]","[30.465032, -101.817138]","[37.054526, -122.070722]","[34.550963, -118.099079]","[37.525666, -122.502834]","[35.291169, -120.690307]","[37.210661, -117.129045]","[34.48481, -118.32033]","[51.544973, -0.896759]","[49.263323, 4.026489]","[49.436208, 1.0958]","[49.253263, 4.032838]","[52.187991, -2.220334]","[59.437487, 24.745266]","[44.836624, -0.579339]","[49.894592, 2.301979]","[39.101463, -84.509492]","[49.442585, 1.08078]","[51.064431, -1.796607]","[52.953088, -1.150099]","[54.773167, -1.576023]","[51.499352, -0.054234]","[22.724829, 75.880209]","[51.279742, 1.082818]","[52.398906, 0.262352]","[53.234039, -0.537679]","[52.634234, -1.136237]","[44.979598, -93.276221]",,
128242206_5c2c7c805f_56_90833046@N00.jpg,90833046@N00,59.916168,10.737628,0.0,5.0,69.0,0.7166797768895208,0.1004675207718719,0.1828527932602242,"[59.938723, 30.332211]","[29.486061, -98.456962]","[60.18033, 5.465108]","[41.509236, -81.611412]","[57.460372, 41.512098]","[41.879578, -87.621738]","[46.336735, 13.789558]","[40.67104, -73.963914]","[59.940556, 30.311311]","[50.73456, 7.104517]","[51.064061, 4.580038]","[32.74914, -97.363715]","[37.470481, -122.310812]","[48.856918, 2.341209]","[40.780315, -73.963226]","[59.510352, 9.323183]","[48.129692, 11.582792]","[45.927751, 10.876464]","[40.671638, -73.963812]","[47.60719, -122.324266]","[-38.504183, 145.232563]","[36.533295, 140.228204]","[36.709026, -6.036815]","[25.490544, 51.452922]","[-27.484897, 153.054496]","[-38.49754, 145.234321]","[53.234447, -0.539139]","[2.760833, 101.739835]","[39.796279, -86.23877]","[-38.504183, 145.232563]","[39.790269, -86.238341]","[36.533295, 140.228204]","[-27.484897, 153.054496]","[36.710953, -6.035099]","[52.830699, -1.3766]","[36.709026, -6.036815]","[36.710953, -6.035099]","[10.782215, 106.688232]","[-38.499036, 145.235502]","[10.755429, 106.638793]",,
1285219328_b446b6a044_1308_70323761@N00.jpg,70323761@N00,40.764677,-73.97365,2.0,15.0,125.0,0.0057206750747056,0.0036618844774594,0.9906173876174408,"[40.764632, -73.97379]","[40.713305, -74.011373]","[40.775049, -73.971977]","[40.76169, -73.975067]","[40.763381, -73.97438]","[40.766891, -73.979122]","[40.752036, -73.977234]","[40.764713, -73.97438]","[40.796137, -73.965797]","[40.769165, -73.975334]","[40.776739, -73.972578]","[40.765591, -73.977384]","[40.736852, -74.019012]","[40.754449, -73.983414]","[40.730868, -73.997726]","[40.764624, -73.974305]","[40.757009, -73.989572]","[40.764705, -73.973983]","[40.751012, -73.990666]","[40.772063, -73.977164]","[51.452464, 7.012988]","[48.027669, 6.376748]","[62.547138, 25.527322]","[43.501573, -5.753349]","[47.256631, 8.442649]","[45.524852, 10.999172]","[40.807459, -0.845153]","[53.753329, 9.671745]","[40.827839, -4.020309]","[41.467235, -5.397205]","[51.544973, -0.896759]","[51.170364, 6.851964]","[62.547138, 25.527322]","[51.7048, -4.311447]","[51.089983, -1.1543]","[47.40288, 8.594537]","[54.429097, 10.169805]","[52.590326, 13.353881]","[45.572393, 9.217443]","[50.18842, 8.925574]",,
1286567787_c041916e0a_1075_77235581@N00.jpg,77235581@N00,58.20312,-6.379559,2.0,13.0,192.0,0.0008605528520568,0.0573374433320701,0.9418020943719334,"[38.852776, -93.990826]","[51.973936, 7.61198]","[57.695868, 11.941022]","[47.204933, -1.56435]","[36.961688, -122.021884]","[47.578378, -114.139709]","[44.985441, -93.254699]","[38.043629, -3.476142]","[33.849959, -84.046955]","[54.267229, -0.937957]","[43.568824, -5.923004]","[41.65018, -88.640838]","[46.169548, 5.907211]","[50.824292, -1.053615]","[53.45347, 5.809385]","[48.236207, 16.347784]","[41.542601, 2.426948]","[-12.334635, 40.561523]","[35.632116, 139.766349]","[60.255911, 25.082044]","[41.674807, -0.499362]","[51.7048, -4.311447]","[52.006808, -3.618289]","[50.333162, 6.944947]","[29.129371, 110.478515]","[31.244801, 121.444587]","[38.392391, 21.827339]","[54.257879, -1.118459]","[51.7048, -4.311447]","[41.569416, 2.258892]","[43.253142, 5.796146]","[54.389557, -1.94208]","[51.767231, -5.141172]","[53.308672, -0.062313]","[25.152199, 73.577585]","[51.711242, -5.188271]","[52.368013, -2.719075]","[47.504837, 19.050185]","[51.7048, -4.311447]","[45.930752, 8.674005]",,
1286612727_a76207e86d_1277_77235581@N00.jpg,77235581@N00,58.313501,-6.739253,1.0,7.0,341.0,0.0035628105529017,0.9181636594009888,0.0782735182202145,"[60.824833, -0.907144]","[51.427042, -9.502487]","[52.124395, -10.463018]","[51.867164, -10.385513]","[57.325733, -7.268872]","[57.425823, -6.7838]","[60.835333, -0.896]","[54.303954, -9.400177]","[51.854525, -10.369119]","[58.581677, -4.773387]","[57.773968, -7.23175]","[54.721943, -8.485221]","[-45.775458, 170.727223]","[54.624667, -8.601093]","[54.623698, -8.600578]","[60.46458, -1.491565]","[51.4747, -9.386572]","[52.1333, -10.466699]","[52.810699, -4.544219]","[51.776868, -10.166645]","[40.482625, -3.364273]","[45.407892, 11.873205]","[39.008045, -104.882526]","[44.494466, 11.342536]","[41.651946, -4.728471]","[44.057492, 12.569303]","[44.835695, 11.619672]","[33.584039, -111.949434]","[44.496382, 11.339778]","[40.434883, -3.690152]","[45.401779, 11.868925]","[45.432318, 11.848754]","[44.494255, 11.346688]","[-22.992709, -43.251581]","[44.646608, 10.925356]","[14.617617, 121.071474]","[33.249275, -111.843566]","[44.838359, 11.61942]","[44.645187, 10.95274]","[-33.602181, -70.567932]",,
1287131609_caa54f3402_1246_11786349@N08.jpg,11786349@N08,43.539962,5.632724,1.0,7.0,234.0,0.0001167216593587,0.9345640891196468,0.0653191013438974,"[44.156654, 5.0247]","[43.564494, 5.60131]","[43.532122, 5.574016]","[43.159926, 5.886268]","[43.148718, 5.925986]","[43.532122, 5.574016]","[43.532122, 5.574016]","[43.722978, 3.473482]","[42.101667, 1.236389]","[43.532122, 5.574016]","[43.538608, 5.557279]","[43.920122, 3.732604]","[43.532122, 5.574016]","[43.532122, 5.574016]","[43.775491, 6.260172]","[41.591374, 1.831326]","[44.158317, 5.01131]","[43.310011, 5.670875]","[42.130439, 1.551089]","[44.372275, 4.346294]","[44.933261, -123.043807]","[39.844764, -74.980979]","[42.341711, -71.085464]","[23.779831, 90.410339]","[38.916999, -77.012278]","[40.203601, -85.406557]","[22.724829, 75.880209]","[33.760105, -84.398753]","[33.760105, -84.398753]","[41.496556, -81.688199]","[38.873096, -77.008248]","[41.402847, -82.658439]","[41.659949, -86.215896]","[-36.129313, 144.749164]","[42.345544, -71.159179]","[22.572083, 88.355317]","[33.760105, -84.398753]","[40.007873, -83.024357]","[41.146666, -81.3425]","[33.760105, -84.398753]",,
1287254325_d7877fc5c8_1258_11786349@N08.jpg,11786349@N08,43.52926,5.448789,2.0,14.0,333.0,0.0011230680863647,0.2239525875264689,0.7749243589720471,"[43.530738, 5.442191]","[43.530979, 5.442824]","[48.814889, 2.10783]","[48.86734, 2.248849]","[43.530979, 5.442824]","[49.0715, 2.166]","[43.530679, 5.442663]","[45.044054, -0.668621]","[49.421624, 1.079594]","[48.986687, -0.078073]","[48.860818, 2.339401]","[48.816048, 2.105298]","[49.282588, 1.629066]","[41.440007, 2.14611]","[45.939153, -0.960273]","[43.600816, 1.442186]","[43.723521, 4.707094]","[49.282805, 1.632864]","[48.858376, 2.312386]","[47.383132, -0.654019]","[50.109496, -119.368892]","[50.094561, -122.89975]","[55.341446, -131.647968]","[60.885424, -149.048509]","[38.205543, -119.879379]","[50.808538, -118.971118]","[49.375443, -123.271965]","[61.773122, -149.15039]","[48.516192, -120.643551]","[49.236374, -124.812927]","[47.332772, -122.580556]","[49.340559, -117.839012]","[61.209443, -149.886474]","[52.21468, -117.161804]","[53.912349, -122.745086]","[50.669701, -121.971073]","[51.216131, -114.715976]","[45.885816, -123.964812]","[50.441189, -119.678664]","[60.733303, -135.077349]",,
1287545391_2d4b5ae8a3_1229_11786349@N08.jpg,11786349@N08,22.231904,31.440124,1.0,7.0,116.0,0.0063017787818857,0.5615648230994381,0.4321334798556933,"[22.337494, 31.627313]","[22.338167, 31.625003]","[26.6165, 29.8467]","[30.126124, 30.981445]","[22.346344, 31.593589]","[25.738441, 32.608795]","[25.721663, 32.595748]","[25.741147, 32.631797]","[25.704186, 32.626819]","[25.753903, 32.607421]","[25.701092, 32.643127]","[25.738982, 32.607421]","[25.948166, 32.497558]","[22.36778, 31.62854]","[30.126124, 30.981445]","[30.324285, 35.4776]","[30.126124, 30.981445]","[29.975475, 31.140688]","[30.072659, 31.227264]","[25.738055, 32.608966]","[40.870448, -124.086402]","[44.143121, -87.569221]","[42.943417, -72.803242]","[43.362666, -92.5545]","[48.586667, -3.837333]","[37.7035, -122.074167]","[44.875751, -98.51757]","[49.232311, -123.118758]","[52.686333, -7.825333]","[51.517166, -0.612]","[50.874038, 0.01193]","[36.980121, -122.010394]","[33.461332, -79.139628]","[41.416833, -73.960167]","[32.87705, -80.012215]","[50.710167, -1.147]","[51.470069, -0.094864]","[46.813777, -71.224493]","[32.789051, -96.692631]","[27.769274, -82.756539]",,
1287803509_d45ce0c9c0_1023_11786349@N08.jpg,11786349@N08,24.079536,32.879676,2.0,11.0,200.0,0.0007950706691275,0.1091040094310074,0.8901010009588504,"[24.035328, 32.884891]","[24.034745, 32.885684]","[27.176469, 30.928713]","[24.090154, 32.891092]","[18.602486, 32.030811]","[24.093484, 32.898559]","[24.066546, 32.911691]","[24.091604, 32.898559]","[25.115756, 32.795219]","[26.549222, 32.34375]","[24.552119, 32.905426]","[24.362109, 32.909545]","[24.037214, 32.875041]","[24.060415, 32.866115]","[24.726563, 32.924652]","[26.014766, 32.780608]","[24.109467, 32.882595]","[29.535229, 27.861328]","[32.482905, 3.685258]","[25.700357, 32.637977]","[42.345544, -71.159179]","[49.232311, -123.118758]","[35.73943, 139.63342]","[30.36517, -91.064]","[29.635415, -82.369329]","[33.760105, -84.398753]","[40.870448, -124.086402]","[41.891025, -87.624048]","[36.134408, -80.280355]","[33.739408, -84.344194]","[42.079639, -70.679026]","[40.441913, -79.952095]","[33.891, -84.3105]","[40.447045, -80.016088]","[34.090518, -118.384723]","[47.751613, -122.081268]","[40.434607, -80.015324]","[34.676117, -82.831968]","[44.51826, -98.987823]","[49.247833, -123.101834]",,
1288127209_be2c0b579b_1229_11786349@N08.jpg,11786349@N08,25.715554,32.657375,2.0,11.0,200.0,0.0006870657729058,0.050045204897648,0.9492676598925428,"[25.717569, 32.657676]","[26.616501, 29.846701]","[27.215556, 29.794921]","[25.718801, 32.658233]","[25.698385, 32.642784]","[25.698617, 32.640123]","[25.719497, 32.657203]","[25.70086, 32.639522]","[25.719111, 32.65686]","[28.420391, 30.445314]","[25.701324, 32.645187]","[25.718879, 32.657353]","[25.7187, 32.6573]","[26.82407, 31.464843]","[25.70086, 32.639522]","[25.700937, 32.649993]","[25.719111, 32.65686]","[25.698617, 32.640123]","[25.720039, 32.65686]","[25.701865, 32.639522]","[42.943417, -72.803242]","[44.875751, -98.51757]","[50.353538, -4.45232]","[60.733303, -135.077349]","[40.870448, -124.086402]","[32.789051, -96.692631]","[50.874038, 0.01193]","[50.710167, -1.147]","[42.079639, -70.679026]","[50.966874, -1.353372]","[43.362666, -92.5545]","[30.281676, -97.740522]","[44.143121, -87.569221]","[51.517166, -0.612]","[44.51826, -98.987823]","[43.501573, -5.753349]","[37.776956, -122.454557]","[60.62888, 6.416058]","[34.814854, -92.20891]","[46.601572, 13.800888]",,
1288513797_921fc7f215_1191_11786349@N08.jpg,11786349@N08,30.050447,31.235675,2.0,15.0,109.0,0.0090182593393759,0.0014129097941859,0.9895688037971426,"[37.162026, 38.786544]","[33.532094, 36.303462]","[33.527555, 36.285127]","[34.048108, -4.998779]","[40.171555, 24.381216]","[36.200378, 37.162585]","[33.706062, -7.712402]","[26.6165, 29.8467]","[25.267857, 55.297332]","[31.776158, 35.237705]","[34.053398, -4.9942]","[33.511382, 36.310132]","[31.776569, 35.235589]","[32.055183, 34.752831]","[31.77557, 35.231072]","[25.706506, 32.647075]","[31.830899, 35.169982]","[30.78476, 30.998783]","[30.056195, 31.256017]","[29.985791, 31.252155]","[35.459666, -83.140767]","[33.760105, -84.398753]","[43.314936, -1.582031]","[50.333162, 6.944947]","[35.717666, -82.2225]","[51.7048, -4.311447]","[38.157878, -122.452326]","[39.428291, -76.778281]","[47.364147, 4.898357]","[42.079639, -70.679026]","[50.375102, 7.002013]","[45.024705, 4.490318]","[44.622731, -124.057273]","[42.893321, -9.274349]","[44.42716, -124.087314]","[33.863288, -118.260837]","[51.544973, -0.896759]","[49.25153, 15.17568]","[52.006808, -3.618289]","[41.569416, 2.258892]",,
1288818896_b0267a3878_1228_11786349@N08.jpg,11786349@N08,25.697225,32.637462,2.0,11.0,334.0,0.0091770543622153,0.0092547697069313,0.981568226095284,"[25.718415, 32.654972]","[25.700566, 32.639819]","[25.69738, 32.636947]","[25.701169, 32.645015]","[25.699468, 32.638303]","[25.701324, 32.645187]","[41.910796, 12.476327]","[25.707279, 32.651109]","[41.005957, 28.975313]","[30.060774, 31.248893]","[25.702484, 32.641067]","[25.718879, 32.658405]","[25.70465, 32.647933]","[41.91082, 12.476198]","[25.819671, 32.55249]","[25.700473, 32.6445]","[25.702329, 32.640209]","[25.718183, 32.656946]","[25.700783, 32.640037]","[41.899402, 12.473001]","[60.733303, -135.077349]","[44.875751, -98.51757]","[50.441189, -119.678664]","[55.294333, -2.7475]","[42.943417, -72.803242]","[49.724891, -114.888908]","[44.007999, -97.526512]","[51.7048, -4.311447]","[52.006808, -3.618289]","[35.717666, -82.2225]","[-3.67378, -79.652252]","[52.006808, -3.618289]","[54.733343, -115.427856]","[51.7048, -4.311447]","[51.7048, -4.311447]","[35.459666, -83.140767]","[55.291832, -2.75]","[37.871084, -79.317061]","[52.19743, -4.070348]","[37.272925, -80.111532]",,
1289028189_89ca47a3e1_1286_40279823@N00.jpg,40279823@N00,37.059286,15.293301,2.0,11.0,200.0,0.0017230790544608,0.0048793943136757,0.9933973349212976,"[37.058858, 15.293236]","[40.83745, 14.250297]","[36.923273, 14.723052]","[41.3884, 2.15023]","[37.062848, 15.291252]","[39.217944, 9.114869]","[36.891428, 15.073542]","[40.352987, 18.170185]","[37.515599, 13.0727]","[42.641093, 18.10976]","[38.117001, 13.363741]","[37.855609, 15.292625]","[36.892389, 15.073242]","[36.863484, 14.761505]","[36.926566, 14.743341]","[38.11484, 13.3627]","[40.666378, 16.604321]","[36.926515, 14.743459]","[37.28853, 13.527517]","[43.501188, 16.444215]","[45.325102, -122.572169]","[38.757694, -77.146019]","[45.325102, -122.572169]","[45.325102, -122.572169]","[48.196288, -122.112075]","[44.51826, -98.987823]","[39.416488, -94.174125]","[38.856029, -77.111824]","[47.834217, -122.149901]","[47.834188, -122.151317]","[47.834764, -122.15312]","[38.753229, -77.128547]","[47.28968, -122.306617]","[47.834015, -122.15372]","[47.713313, -122.332334]","[40.670511, -95.686501]","[47.834188, -122.153291]","[45.598853, -122.693209]","[40.670244, -95.686614]","[38.860166, -77.327914]",,
1289098928_abb8d00a78_1388_11786349@N08.jpg,11786349@N08,25.715554,32.657375,2.0,11.0,251.0,0.0106915216502585,0.137632526637617,0.8516759795199675,"[25.701865, 32.648792]","[25.698499, 32.640098]","[30.126124, 30.981445]","[25.698385, 32.642784]","[25.719497, 32.657203]","[25.715167, 32.658319]","[25.719497, 32.657203]","[25.701324, 32.645187]","[25.719265, 32.65789]","[25.70202, 32.643642]","[25.718956, 32.657632]","[25.729114, 32.610511]","[25.719111, 32.65686]","[25.718956, 32.657632]","[25.700937, 32.637462]","[26.135713, 29.772949]","[25.701324, 32.645187]","[25.719111, 32.65686]","[26.6165, 29.8467]","[25.70202, 32.643642]","[42.943417, -72.803242]","[44.875751, -98.51757]","[40.870448, -124.086402]","[32.789051, -96.692631]","[39.119273, -84.153041]","[37.776956, -122.454557]","[37.840258, -122.314653]","[50.353538, -4.45232]","[30.281676, -97.740522]","[43.31528, -1.998299]","[37.7035, -122.074167]","[55.670833, 12.539167]","[50.874038, 0.01193]","[53.328666, -1.653667]","[42.781495, -8.893604]","[42.079639, -70.679026]","[46.601572, 13.800888]","[30.269474, -97.736083]","[60.621092, 6.420092]","[42.732235, -7.326253]",,
1289245500_e863099269_1081_11786349@N08.jpg,11786349@N08,25.697225,32.637462,1.0,6.0,48.0,0.000624965921729,0.9667119386039076,0.0326630504748217,"[27.2664, 33.8673]","[14.009196, -61.003217]","[25.275745, 55.321655]","[-17.923862, -70.350952]","[52.031531, 4.730129]","[12.568721, -70.047369]","[22.697654, 7.322387]","[7.90147, 98.291931]","[37.039009, 27.429428]","[13.192819, 103.837966]","[-17.791516, 178.732452]","[12.717377, 99.962539]","[12.091863, -61.782817]","[51.506602, -0.081388]","[34.486962, -118.317003]","[31.63132, -8.01247]","[25.26155, 51.505097]","[37.451762, 25.329773]","[31.806955, 35.036497]","[-15.785811, -69.68379]","[41.37296, 2.173318]","[46.171011, 9.872095]","[43.31528, -1.998299]","[43.306005, -2.200977]","[30.437777, -84.254086]","[43.214434, -2.41917]","[43.265783, -2.928982]","[43.314936, -1.582031]","[41.385719, 2.170049]","[45.71839, 11.368124]","[42.879096, -8.54516]","[42.846394, -2.673172]","[46.804436, 7.170252]","[43.403683, -2.638006]","[44.305721, 8.477861]","[43.308816, -2.381308]","[43.183779, -2.472449]","[43.763163, 11.264215]","[45.883794, 10.840866]","[45.181658, 5.725615]",,
1289357310_26a2f53437_1001_11786349@N08.jpg,11786349@N08,30.050447,31.235675,2.0,1.0,165.0,0.4237125690577592,0.1436701619868827,0.432617357706345,"[41.40102, 2.167997]","[31.64138, -8.0028]","[31.633822, -8.010043]","[28.392004, -16.520175]","[33.463239, -111.944482]","[34.128786, -118.111953]","[27.789844, -82.636773]","[29.087076, -13.471899]","[31.629267, -8.005943]","[33.503318, -117.661728]","[31.641087, -8.001458]","[45.557693, -73.557114]","[36.360895, 25.394039]","[34.123458, -118.10749]","[28.872712, -13.838481]","[33.461162, -111.944289]","[46.162169, -1.157233]","[43.174512, 11.543712]","[31.64193, -8.003177]","[31.639352, -8.011779]","[49.263323, 4.026489]","[47.764253, 13.361949]","[48.196288, -122.112075]","[50.333162, 6.944947]","[49.022152, 12.091162]","[34.145518, -83.812755]","[44.443615, 1.450216]","[49.218441, -122.714928]","[52.066633, -1.023917]","[47.592272, 13.657593]","[52.006808, -3.618289]","[56.100289, -129.304618]","[51.359752, 4.308033]","[30.546161, -91.054818]","[51.216131, -114.715976]","[50.333162, 6.944947]","[49.343523, -117.749576]","[43.254595, 5.788228]","[51.7048, -4.311447]","[49.09294, 1.485401]",,
