0,IMG_ID,2,3,4,5,6,7,8,9,10,11,LON,LAT,14,15,16,17,18,19,20,21,22,23,24
6322,8663106297.jpg,b1515a551ce1e7414a16f3396eaf7ff3,56586021@N02,Adrian+Hu,08:14.0,1366404696,SONY+DSC-RX1,Contemplation,Kiyomizu-dera+%28%E6%B8%85%E6%B0%B4%E5%AF%BA%3F%29%2C+Temple+in+Kyoto,,,135.718933,35.098129,11,http://www.flickr.com/photos/56586021@N02/8663106297/,http://farm9.staticflickr.com/8242/8663106297_865a011372.jpg,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,8242,9,865a011372,8bb877ec22,jpg,0
6327,8425646545.jpg,4d2ad2c7dd602ffdacd72ce6ecf9bb,43126182@N00,adam_gulkis,13:42.0,1359452023,Canon+EOS+5D+Mark+II,Aarne+taking+it+all+in,Misprint+6,"austin,beard+contest,beardos,misprint+magazine,misprint+magazine+6th+beard+and+moustache+contest,misprint+magazine+beard+and+moustache+contest",,-97.736083,30.269474,16,http://www.flickr.com/photos/43126182@N00/8425646545/,http://farm9.staticflickr.com/8216/8425646545_04ee5e8b1f.jpg,Attribution-NonCommercial License,http://creativecommons.org/licenses/by-nc/2.0/,8216,9,04ee5e8b1f,8f4a54194b,jpg,0
6343,8631681947.jpg,8c7d7951aa25cb59a989c77bd2f56,65296156@N02,Dvergir,50:18.0,1365450608,Canon+EOS+5D+Mark+II,Ragnar%C3%B6k+Festival+-+Riger+5,,"ragnar%C3%B6k+festival,riger",,11.056301,50.148361,15,http://www.flickr.com/photos/65296156@N02/8631681947/,http://farm9.staticflickr.com/8385/8631681947_6866404399.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,8385,9,6866404399,87da75b5fb,jpg,0
6354,8668896405.jpg,bf139a3c87efa9c1dafdca8d5b8c233b,77321230@N00,david-gilmour,01:33.0,1366578093,,Edinburgh+Dancers,Spring+weather+doesn%27t+just+bring+out+the+daffodils%21,"dance,dancers,edinburgh,princes+st,the+mound",,-3.195476,55.951482,16,http://www.flickr.com/photos/77321230@N00/8668896405/,http://farm9.staticflickr.com/8389/8668896405_3a1f8d4f4a.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,8389,9,3a1f8d4f4a,90481435ec,jpg,0
6355,4805085704.jpg,a74ba41c6851a4bcdb232f5c31f837,35119688@N00,nessie2K4,16:17.0,1279464483,KYOCERA+Finecam-L4v,KIF_0079,%E7%9C%BC%E8%A7%80%E5%9B%9B%E9%9D%A2%2C%E8%80%B3%E8%81%BD%E5%85%AB%E6%96%B9.,"%E8%B2%93,cat,friendly.flickr",,121.29728,24.994275,16,http://www.flickr.com/photos/35119688@N00/4805085704/,http://farm5.staticflickr.com/4076/4805085704_6fbc02af1c.jpg,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,4076,5,6fbc02af1c,7da83b2de1,jpg,0
6362,3518017777.jpg,1db7512954d15acc98e367958f028,8635903@N03,tarale,07:10.0,1241966783,SONY+DSLR-A300,Adelaide+Roller+Derby,,"adelaide,adelaide+roller+derby,adrd,derby,mile+die+club,road+train+rollers,roller",,138.588243,-34.945886,16,http://www.flickr.com/photos/8635903@N03/3518017777/,http://farm4.staticflickr.com/3545/3518017777_a28ceb26a5.jpg,Attribution-NonCommercial License,http://creativecommons.org/licenses/by-nc/2.0/,3545,4,a28ceb26a5,0b3d21ed5f,jpg,0
6374,2624299512.jpg,ce9461a447595b3bc45552c4129b69e,10708196@N00,Old+Miwl,43:00.0,1214813380,Panasonic+DMC-FZ7,P1040733,,"chedworth+roman+villa,england,gloucestershire,national+trust,roman+remains",,-1.947154,51.815619,12,http://www.flickr.com/photos/10708196@N00/2624299512/,http://farm4.staticflickr.com/3111/2624299512_599974dd4a.jpg,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,3111,4,599974dd4a,74b6d50131,jpg,0
6393,10848702735.jpg,ec9b0c583c13a12e781cedc5946ed7,96223380@N02,mighty.travels,44:11.0,1384404251,,%23ricenoodle+%23tofu+%23soup+-+does+not+look+like+much+but+the+%23tofu+is+so+soft+and+delicious+-+like+%23icecream,,"instagram+app,iphoneography,mayfair,square,square+format","foursquare%3Avenue%3D4a876fe9f964a5205b0420e3,uploaded%3Aby%3Dinstagram",-122.12501,37.413715,16,http://www.flickr.com/photos/96223380@N02/10848702735/,http://farm3.staticflickr.com/2826/10848702735_d73dd0fdd2.jpg,Attribution License,http://creativecommons.org/licenses/by/2.0/,2826,3,d73dd0fdd2,465381714d,jpg,0
6428,9929835484.jpg,59ee6ec41277b33af8651e8973b79,87945598@N06,Suivez-Nous+.+Asia,34:14.0,1380096711,SONY+SLT-A65V,DSC08936_DxO,,,,113.387505,38.868461,16,http://www.flickr.com/photos/87945598@N06/9929835484/,http://farm3.staticflickr.com/2838/9929835484_b3214b18c1.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,2838,3,b3214b18c1,9299210c3e,jpg,0
6437,8480059537.jpg,2ab7804e5a76e46424487a1aacc6e29e,74286751@N03,chicagooutdoorhockeyleague,32:21.0,1361073860,NIKON+CORPORATION+NIKON+D700,1+February+2013,The+first+hockey+game+ever+at+Soldier+Field%2C+Chicago%2C+felt+like+a+small+town+event.+Chicago+Outdoor+Hockey+League+%28COHL%29+played+their+All-Star+game+on+the+field+in+a+temporary+rink+built+to+host+several+well+advertised+events.+Only+a+few+dedicated+fans+witnessed+the+historic+event.+This+is+the+second+year+of+COHL+which+is+open+to+all+abilities+ages+21+and+over.++Photo+by+Megan+Bearder%0A%0AThese+are+photos+taken+by+Megan+Bearder+of+the+first+hockey+game+to+be+played+at+Soldier+Field+in+history+with+All+Star+players+of+the+Chicago+Outdoor+Hockey+League+is+an+adult+18+and+over+coed+recreational+non-check+hockey+league.+We+play+hockey+the+way+it+was+meant+to+be+played.+Outdoors.+More+at+%3Ca+href%3D%22http%3A%2F%2Fwww.chicagooutdoorhockeyleague.com%22+rel%3D%22nofollow%22%3Ewww.chicagooutdoorhockeyleague.com%3C%2Fa%3E+%0A%0APhotos+by+Megan+Bearder.+More+at+%3Ca+href%3D%22http%3A%2F%2Fwww.meganbearderphotography.com%22+rel%3D%22nofollow%22%3Ewww.meganbearderphotography.com%3C%2Fa%3E,"bobby,chicago,chl,cicero,cohl,community,field,first,game,history,hockey,hull,ice,iceland,illinois,jw+marriott,league,lundbeck,megan+bearder,niles,northsiders,ohl,outdoor,outdoors,outside,rat,rink,san+antonio,skate,soldier,southsiders,tx,usa,we+are+lundbeck",,-87.61691,41.863168,13,http://www.flickr.com/photos/74286751@N03/8480059537/,http://farm9.staticflickr.com/8087/8480059537_1d2a3a32d5.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,8087,9,1d2a3a32d5,db86d8b14a,jpg,0
6508,4681315164.jpg,5b934c97bdd5f895ccb81772b66bac18,12926199@N08,Noel+C.+Hankamer,49:48.0,1275971096,Canon+EOS+DIGITAL+REBEL+XTi,Exploding+Nebuli,%E2%80%9CThat+is+the+exploration+that+awaits+you%21+Not+mapping+stars+and+studying+nebula%2C+but+charting+the+unknown+possibilities+of+existence%E2%80%9D%0A%0A+Leonard+Nimoy%0A%0AThe+old+cedar+had+overgrown+some+smaller+ones+and+they+look+like+nebuli+in+a+galaxy+far+far+away%21%0A%0A%3Ca+href%3D%22http%3A%2F%2Fbighugelabs.com%2Fonblack.php%3Fid%3D4681315164%26size%3Dlarge%22+rel%3D%22nofollow%22%3EView+On+Black%3C%2Fa%3E,"cedar,log,nebuli,wood",,-95.285797,29.309153,10,http://www.flickr.com/photos/12926199@N08/4681315164/,http://farm5.staticflickr.com/4065/4681315164_58f49e0e81.jpg,Attribution-NonCommercial License,http://creativecommons.org/licenses/by-nc/2.0/,4065,5,58f49e0e81,85f3ec4742,jpg,0
6511,8650051616.jpg,33d6ad18abea48aea35a16eb630ab5,90949166@N00,davidgsteadman,17:46.0,1365971863,Canon+EOS+7D,Guildford+Lightning+At+Swindon+Topcats,,"guildford,hockey,ice,lightning,swindon,topcats",,-1.830639,51.558703,14,http://www.flickr.com/photos/90949166@N00/8650051616/,http://farm9.staticflickr.com/8264/8650051616_2cdec64847.jpg,Attribution-NonCommercial License,http://creativecommons.org/licenses/by-nc/2.0/,8264,9,2cdec64847,dffdb766fa,jpg,0
6516,6051942983.jpg,e31432fd86c6be3d8853201a37684217,31612046@N04,Alessia+Cross,24:01.0,1313570379,Samsung+Techwin+%3CDigimax+S800+%2F+Kenox+S800%3E,On+the+airplane,Flying+to.....,"crossdresser,tgirl,transgender,transvestite,travestito",,1.492767,51.001657,9,http://www.flickr.com/photos/31612046@N04/6051942983/,http://farm7.staticflickr.com/6088/6051942983_be18f7bc87.jpg,Attribution-NonCommercial License,http://creativecommons.org/licenses/by-nc/2.0/,6088,7,be18f7bc87,da3c056ba6,jpg,0
6522,8097908201.jpg,917367c7388d129f3976b542b05c7618,62487011@N08,RAFFI+YOUREDJIAN+PHOTOGRAPHY,38:42.0,1350504148,Canon+EOS+5D+Mark+II,IMG_1917,,"ancient,armenia,canon+5dmkii,church,goris,khachkar,monastery,mountains,priest,tatev,view",,44.9795,40.2885,16,http://www.flickr.com/photos/62487011@N08/8097908201/,http://farm9.staticflickr.com/8476/8097908201_1fcae27469.jpg,Attribution-NonCommercial License,http://creativecommons.org/licenses/by-nc/2.0/,8476,9,1fcae27469,ec5fd368f9,jpg,0
6527,7208300664.jpg,8559af94f5f1a961b4f789653c87f23,68728055@N04,Padelazo.com,46:33.0,1337156872,,Lidia+Sanchez+y+Samuel+Montosa+campeones+mixta+torneo+padel+Steel+Custom+Myramar+Fuengirola+mayo.jpg,Lidia+S%C3%A1nchez+y+Samuel+Montosa%2C+pareja+campeona+de+la+categor%C3%ADa+mixta+del+III+Torneo+de+P%C3%A1del+Steel+Custom+disputado+en+el+Hotel+Myramar+Fuengirola.%0A%0A%3Ca+href%3D%22http%3A%2F%2Fwww.padelazo.com%22+rel%3D%22nofollow%22%3Ewww.padelazo.com%3C%2Fa%3E,"iii+torneo+steel+custom+fuengirola+mayo,p%C3%A1del,p%C3%A1del+fuengirola,p%C3%A1del+myramar,padelazo,padelazo.com,torneo+steel+custom+fuengirola,torneo+steel+custom+myramar",,-4.633548,36.530872,15,http://www.flickr.com/photos/68728055@N04/7208300664/,http://farm8.staticflickr.com/7082/7208300664_4f80dc22dc.jpg,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,7082,8,4f80dc22dc,c886da816f,jpg,0
6548,8074800372.jpg,7261bbb924959cc73118220e9f150f2,23471159@N06,Michele+Ficara+Manganelli,25:04.0,1349897104,,Serata+%23asmallword+chi+passa+di+qui%3F,,"amaro,instagram+app,iphoneography,square,square+format","foursquare%3Avenue%3D4b058879f964a52002c822e3,uploaded%3Aby%3Dinstagram",9.172938,45.47319,16,http://www.flickr.com/photos/23471159@N06/8074800372/,http://farm8.staticflickr.com/7278/8074800372_31a7deff18.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,7278,8,31a7deff18,ac855d2213,jpg,0
6550,7203634664.jpg,77d6ee3f2b1243f23a32f6c731c673b,53086945@N06,EstuarineDesign,32:03.0,1337096136,PENTAX+Corporation+PENTAX+*ist+DL2,Cutty+Sark,,,,-0.010193,51.482835,16,http://www.flickr.com/photos/53086945@N06/7203634664/,http://farm8.staticflickr.com/7091/7203634664_8b11b4e900.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,7091,8,8b11b4e900,2db104013f,jpg,0
6551,9284634892.jpg,61cfb49ccaf05135f192ce22638fe4c,33661083@N06,StreetsofWashington,02:13.0,1373806999,,Nathanael+Greene+Statue,The+statue+of+Revolutionary+War+hero+Nathanael+Greene+is+located+in+Stanton+Park+on+Capitol+Hill.+See+John+Kelly%27s+column%3A+%3Ca+href%3D%22http%3A%2F%2Fwww.washingtonpost.com%2Flocal%2Fhorsing-around-why-greenes-statue-is-in-stantons-park%2F2013%2F07%2F13%2F3e52356c-eb0d-11e2-a301-ea5a8116d211_story.html%3Fhpid%3Dz10%22+rel%3D%22nofollow%22%3Ewww.washingtonpost.com%2Flocal%2Fhorsing-around-why-greenes-s...%3C%2Fa%3E,"nathanael+greene,statues,stereoviews,washington,washington+dc",,-76.999488,38.893563,16,http://www.flickr.com/photos/33661083@N06/9284634892/,http://farm4.staticflickr.com/3784/9284634892_a34286059c.jpg,Attribution-NonCommercial License,http://creativecommons.org/licenses/by-nc/2.0/,3784,4,a34286059c,f218537ba5,jpg,0
6562,8101071226.jpg,64e455feb6e39c447946768fac2eacf4,32161074@N04,Paulo+JS+Ferraz,48:00.0,1350596946,,Uma+simples+Tron,,"5222,double+x,parque+santos+dumont,paulo+ferraz,paulojsferraz,pjsf,rev+caffenol+5q2+bi+em+17+min,s%C3%A3o+jos%C3%A9+dos+campos",,-45.890858,-23.200231,15,http://www.flickr.com/photos/32161074@N04/8101071226/,http://farm9.staticflickr.com/8192/8101071226_528e87a5c2.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,8192,9,528e87a5c2,0fae880784,jpg,0
6574,5546152733.jpg,6bd1519ec79c7c73728e1309cac216c,90179957@N00,mengwong,35:01.0,1300711024,Apple+iPhone+3G,img_0298,,,,98.888,18.801666,16,http://www.flickr.com/photos/90179957@N00/5546152733/,http://farm6.staticflickr.com/5259/5546152733_c16a6020b9.jpg,Attribution License,http://creativecommons.org/licenses/by/2.0/,5259,6,c16a6020b9,41e5a273e6,jpg,0
6578,6775033065.jpg,fbb04b2f16efb5698197e869d626a4,47448228@N07,rachidH,21:52.0,1327743060,NIKON+CORPORATION+NIKON+D5000,DSC_0265,The+NYC+skyline+%7E+The+Empire+State+Building+%7E+from+the+car+on+Route+3.+The+Hackensack+river.,,,-74.069137,40.813809,10,http://www.flickr.com/photos/47448228@N07/6775033065/,http://farm8.staticflickr.com/7007/6775033065_74ca4eeab5.jpg,Attribution-NonCommercial License,http://creativecommons.org/licenses/by-nc/2.0/,7007,8,74ca4eeab5,02841eeb12,jpg,0
6590,2394273712.jpg,2c2890d5e8bcef34f872d2eb5f70dd6a,22946675@N08,NathanBushDesigns,51:52.0,1207522553,FUJIFILM+FinePix+S1000fd,2008_04060034,,"flower,white",,-84.495248,38.036827,16,http://www.flickr.com/photos/22946675@N08/2394273712/,http://farm3.staticflickr.com/2017/2394273712_ae3e2d5c9f.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,2017,3,ae3e2d5c9f,ec8b8936de,jpg,0
6621,3985803925.jpg,5f7d258ff95dcdc41128ce481337a1,86936799@N00,karen.j.ybanez,32:09.0,1254808660,Canon+EOS+DIGITAL+REBEL+XTi,IMG_3967,situated+in+the+town+of+Cambridge%2C+the+only+way+to+get+there+is+by+car.+old%2C+rustic+old+campus+retaining+it%27s+classic+early+1600s+feel.,"2009,cambridge,harvard,massachusetts,new+england,travel",,-71.11628,42.374096,16,http://www.flickr.com/photos/86936799@N00/3985803925/,http://farm3.staticflickr.com/2631/3985803925_c159405244.jpg,Attribution-NonCommercial License,http://creativecommons.org/licenses/by-nc/2.0/,2631,3,c159405244,361d6674fb,jpg,0
6637,6441481743.jpg,e97a8363cdaa4b9bc7cf299418057a8,50537059@N03,luzzatti,49:59.0,1322833799,,Yamir+Adolfo+Conejo,IX+JORNADES+SOBRE+COL%C3%92MBIA.+DE+QUI+%C3%89S+LA+TERRA%3F%0ATaula%3A+%0AQU%C3%88+HI+TENEN+A+DIR+ELS+MOVIMENTS+SOCIALS+COLOMBIANS%3F%0AMisael+Payares%2C+reprentant+d%27ASOCAB+%28Asociaci%C3%B3n+Campesina+de+Buenos+Aires%29+%E2%80%93+Las+Pavas.%0AMaria+del+Socorro+Pisso%2C+representant+de+FENSUAGRO+%28Federaci%C3%B3n+Nacional+Sindical+Unitaria+Agropecuaria%29.%0AYamir+Adolfo+Conejo%2Crepresentant+del+CRIC+%28Consejo+Regional+Ind%C3%ADgena+del+Cauca%29.%0AModera%3A+Patricia+Sim%C3%B3n%2C+subdirectora+de+periodismohumano.com,"col%C3%B2mbia,cooperaci%C3%B3,internacional,jornades,solidaritat,taula",,2.167889,41.387836,15,http://www.flickr.com/photos/50537059@N03/6441481743/,http://farm8.staticflickr.com/7151/6441481743_a4191fc00b.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,7151,8,a4191fc00b,c2f0e88cba,png,0
6654,7153846207.jpg,9d9918cda34a43cb11336d370cc8df4,79551604@N00,juliusbulius,48:02.0,1336423682,,Wing+Chun+lessons+officially+offered%21,,"instagram+app,iphoneography,square,square+format,valencia","foursquare%3Avenue%3D4de7f640d1648c97962734d7,uploaded%3Aby%3Dinstagram",-122.404198,37.770577,16,http://www.flickr.com/photos/79551604@N00/7153846207/,http://farm6.staticflickr.com/5079/7153846207_3ba76f9bb2.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,5079,6,3ba76f9bb2,957e553c52,jpg,0
6675,12083546496.jpg,3b6819225dd95b58b25259842037e1,7997148@N05,Kh%C3%A1nh+Hmoong,36:21.0,1390383381,FUJI+PHOTO+FILM+CO.%2C+LTD.+SP-3000,%C4%90%C6%B0%E1%BB%9Dng+L%C3%A2m%2C+H%C3%A0+N%E1%BB%99i,%E2%80%A2+Camera%3A+Nikon+FM%0A%E2%80%A2+Film%3A+Fuji+Proplus+200%0A%E2%80%A2+%3Ca+href%3D%22http%3A%2F%2Fwww.chupanhdao.com%2F%22+rel%3D%22nofollow%22%3EBlog%3C%2Fa%3E+%7C+%3Ca+href%3D%22http%3A%2F%2Fhmoong.tumblr.com%2F%22+rel%3D%22nofollow%22%3ETumblr%3C%2Fa%3E,"35mm,analog,analogue,bicycle,bike,cow,film,fuji+proplus+200,hanoi,life,nikon+fm,photography,street",,105.819908,21.031949,11,http://www.flickr.com/photos/7997148@N05/12083546496/,http://farm3.staticflickr.com/2893/12083546496_95ec3df28b.jpg,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,2893,3,95ec3df28b,3782cddb1c,jpg,0
6687,2532908290.jpg,d1369e72ea66ddf60808e229712a4eb,8386148@N06,steevithak,36:53.0,1212026755,FUJIFILM+FinePix+S6000fd,dscf2226,Jerry+and+Wayne+working+on+the+caster+conversion+of+Wayne%27s+R2,"b9+builders,dallas+personal+robotics+group,dprg,lost+in+space,r2+builders,r2-d2,rowlett,star+wars",,-96.581352,32.923767,15,http://www.flickr.com/photos/8386148@N06/2532908290/,http://farm3.staticflickr.com/2381/2532908290_b5f19dae4f.jpg,Attribution-ShareAlike License,http://creativecommons.org/licenses/by-sa/2.0/,2381,3,b5f19dae4f,908983215a,jpg,0
6689,4684825156.jpg,f4a7bc35cf3378913c6bd348a5e4c1b,25530030@N02,joysaphine,57:55.0,1276072006,Canon+PowerShot+A1100+IS,Cez+dances+up+the+track+following+the+others,,"2010,familydayout,flickr,garden%2C+field%2C+n+crychan+severn+valley+national+rally,joy,joysaphine,june,rhys%27birthday,summer,summer2010,wales",,-3.698701,51.996666,12,http://www.flickr.com/photos/25530030@N02/4684825156/,http://farm5.staticflickr.com/4019/4684825156_acd66c0cc9.jpg,Attribution-NonCommercial License,http://creativecommons.org/licenses/by-nc/2.0/,4019,5,acd66c0cc9,f08ca347d9,jpg,0
6696,6006516090.jpg,155432b21a60e911181851273319cc,49742105@N00,revafisheye,45:23.0,1312402912,Panasonic+DMC-FZ40,Mt.+Bisoke,,,,29.657936,-1.398901,10,http://www.flickr.com/photos/49742105@N00/6006516090/,http://farm7.staticflickr.com/6140/6006516090_a1b87bdf51.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,6140,7,a1b87bdf51,e149f1dfa6,jpg,0
6705,3492534402.jpg,f542a1977ba2e9e8fd778df29154c24,14646075@N03,digital+cat+%EF%A3%BF,28:33.0,1241212529,NIKON+CORPORATION+NIKON+D70s,Maibaum+im+Klinikum+rechts+der+Isar+-+M%C3%BCnchen,Maibaum+im+Klinikum+rechts+der+Isar+-+M%C3%BCnchen%0A%0ADer+erste+Maibaum+in+einem+Universit%C3%A4tsklinikum+-+weltweit+-%0A%0A%3Ca+href%3D%22http%3A%2F%2Fde.wikipedia.org%2Fwiki%2FMaibaum%22+rel%3D%22nofollow%22%3Ede.wikipedia.org%2Fwiki%2FMaibaum%3C%2Fa%3E%0A%0A%3Ca+href%3D%22http%3A%2F%2Fwww.med.tu-muenchen.de%2Fde%2Fpresse%2FNews_MRI09_04.pdf%22+rel%3D%22nofollow%22%3Ewww.med.tu-muenchen.de%2Fde%2Fpresse%2FNews_MRI09_04.pdf%3C%2Fa%3E++%3E+Page+6+%3C,"bavaria,bavarie,bayern,er%C3%B6ffnung,forschung,h%C3%B6rsaal,klinik,klinikum,klinikum+rechts+der+isar,led,lehre,m%C3%BCnchen,maibaum,medizin,monaco,munich,rechts++der+isar,sanierung",,11.599137,48.136104,16,http://www.flickr.com/photos/14646075@N03/3492534402/,http://farm4.staticflickr.com/3303/3492534402_19933d7d70.jpg,Attribution License,http://creativecommons.org/licenses/by/2.0/,3303,4,19933d7d70,c6c888e242,jpg,0
6722,9345533550.jpg,24a9d26985601f36512fbe57dfa4587,48389833@N02,Instant2010,56:04.0,1374514373,Panasonic+DMC-FZ38,P1070540,3+de+juliol+de+2013-+De+Pamplona+a+Puente+la+Reina,caminodesantiago,,-1.739959,42.745998,11,http://www.flickr.com/photos/48389833@N02/9345533550/,http://farm8.staticflickr.com/7419/9345533550_719ea5e0f4.jpg,Attribution License,http://creativecommons.org/licenses/by/2.0/,7419,8,719ea5e0f4,1502739b18,jpg,0
6728,4232309518.jpg,4c8d0d8c4963f9b627537f94e5719d2,66985270@N00,troyjmorris,19:02.0,1262296472,NIKON+CORPORATION+NIKON+D40X,Troy,Inquisitive%2C+yet+supisious,troyjmorris,,-122.900909,47.046451,15,http://www.flickr.com/photos/66985270@N00/4232309518/,http://farm5.staticflickr.com/4054/4232309518_9fed3298bd.jpg,Attribution-NoDerivs License,http://creativecommons.org/licenses/by-nd/2.0/,4054,5,9fed3298bd,025ab43ff0,jpg,0
6749,5661028940.jpg,7a482baef2c47bae3c9b668f64d8067,13042419@N04,ameer1234567890,14:20.0,1303901961,Nokia+N86+8MP,9042011144,,,,73.078036,5.111725,16,http://www.flickr.com/photos/13042419@N04/5661028940/,http://farm6.staticflickr.com/5308/5661028940_753dc14e00.jpg,Attribution-ShareAlike License,http://creativecommons.org/licenses/by-sa/2.0/,5308,6,753dc14e00,c723efa6ea,jpg,0
6750,8589447445.jpg,f41cb4c993851ad161083459a4a9eca,44290184@N08,David+Bergin+Photography,26:23.0,1364239583,,Boora+Convergence+by+sculptor%3A+Dave+Kinane,A+tower+arrangement+of+steel+and+wood+symbolising+the+industrial+heritage+of+the+bog.,"2013,art,bogland,boora,co,ireland,landscape,lough,loughbooraparklands,march,offaly,parklands,sculpture,steel,wetlands,wood",,-7.731753,53.235483,11,http://www.flickr.com/photos/44290184@N08/8589447445/,http://farm9.staticflickr.com/8392/8589447445_c0a095fbff.jpg,Attribution License,http://creativecommons.org/licenses/by/2.0/,8392,9,c0a095fbff,8a2ecdca2e,jpg,0
6755,8699455025.jpg,d0d38332558574e47182937684fa88,53702071@N07,realitymorsel,46:31.0,1367449425,SONY+NEX-5N,Amaryllis,,"flower,garden,missouri,missouri+botanical+garden,petals,pink,st+louis",,-90.257738,38.615059,16,http://www.flickr.com/photos/53702071@N07/8699455025/,http://farm9.staticflickr.com/8560/8699455025_0503ac2c1d.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,8560,9,0503ac2c1d,60103f8795,jpg,0
6756,6897601597.jpg,39a92065b7cf3a4a781845218be25556,48589294@N06,signaturen,18:49.0,1329589129,,P2191393-b,,"b+224,coelodonta+antiquitatis,essen,johannes+brus,nashorn,stahlkunst",,6.993656,51.498698,11,http://www.flickr.com/photos/48589294@N06/6897601597/,http://farm8.staticflickr.com/7181/6897601597_cfc74e3cfb.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,7181,8,cfc74e3cfb,344cdd28d6,jpg,0
6760,328314221.jpg,c94d7e16fb9117acffc954c842391ecd,38195859@N00,zowtow,55:25.0,1166638126,,Macau+3,,macau,,113.542327,22.18963,10,http://www.flickr.com/photos/38195859@N00/328314221/,http://farm1.staticflickr.com/132/328314221_0a9ae4c356.jpg,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,132,1,0a9ae4c356,0a9ae4c356,jpg,0
6820,11264092035.jpg,b15ef18bd9043ee5e6c391403af258,46728316@N08,3cinevoli,14:36.0,1386481111,Nokia+Lumia+920,WP_20131207_286.jpg,,,,-117.901828,33.66718,16,http://www.flickr.com/photos/46728316@N08/11264092035/,http://farm6.staticflickr.com/5491/11264092035_8275f31635.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,5491,6,8275f31635,94ce924825,jpg,0
6822,3944029118.jpg,5218225c93c766cddab3d75eb97554ae,93752018@N00,akseabird,56:08.0,1253600448,NIKON+E5400,Sky,Above+the+Temple+of+the+Plumed+Serpent,"12292008,ancient,archaeological,archaeology,avenue+of+the+dead,aztec,azteca,ca%3Bzada+de+los+muertos,christmas+in+mexico,df,districo+federal,mex,mexica,mexico,mexico+2008,mexico+city,mexico+trip+2008,pre-colombian,pre-hispanic,pyramids,teotihuacan,teotihuacan+archaeological+site,teotihuacan+archaeological+zone,trips,vacation",,-98.847051,19.687647,16,http://www.flickr.com/photos/93752018@N00/3944029118/,http://farm3.staticflickr.com/2673/3944029118_1061b2ce76.jpg,Attribution-NonCommercial License,http://creativecommons.org/licenses/by-nc/2.0/,2673,3,1061b2ce76,4fd8ea78f6,jpg,0
6823,2408374505.jpg,a9d931e45381862215d5be5168a493ee,8676879@N08,imarcc,00:00.0,1208050241,,Ridge+ruins,Minolta+X-700.++I%27m+still+not+sure+what+these+buildings+are+now.++As+I%27ve+mentioned+elsewhere+-+in+1921+they+were+the+old+ABC+Construction+Supply+buildings+and+extension.,"35mm,building,film,ruins,tulsa,urban",,-95.983428,36.162513,14,http://www.flickr.com/photos/8676879@N08/2408374505/,http://farm4.staticflickr.com/3194/2408374505_d634f59f01.jpg,Attribution-NoDerivs License,http://creativecommons.org/licenses/by-nd/2.0/,3194,4,d634f59f01,68eb863ff9,jpg,0
6840,6072890868.jpg,a4d67ded897dabf695e15789732058ba,63025108@N08,HAXTUR%21,55:58.0,1314095068,FUJIFILM+FinePix+S6500fd,Imagen+164,,,,-5.675629,43.541883,16,http://www.flickr.com/photos/63025108@N08/6072890868/,http://farm7.staticflickr.com/6189/6072890868_c354bdbeb3.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,6189,7,c354bdbeb3,a49abd73b5,jpg,0
